Sr. No.,Work category,Work ID,State,IDA,Hon'ble Members of Parliament,Constituency,Work description,Recommended date,Sanction Date,Sanction Amount ( ₹ ),Work Status,Sanction Amount,clean_id,total_disbursed,expenditure_records,vendor_count,completed_disbursed,completion_date,completed,effective_disbursed,spending_percentage,recommendation_delay_days,completion_duration_days,cost_vs_category,cost_vs_state,amount_per_payment,description_clean,duplicate_description_count,max_vendor_project_count,status_text,incomplete,physical_inspection,partially_completed,anomaly,anomaly_score,AI Risk,AI Reasons
3281,Normal/Others,"WS/MP013/2024-2025/141726-Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides",Sikkim,Gangtok(DISTRICT COLLECTOR EAST DISTRICT_IDA),Indra Hang Subba,SIKKIM,Protective wall near PMGSY road at Upper Luing,2024-09-19,2024-12-04,2000000.0,Work Completed,2000000.0,WS/MP013/2024-2025/141726,0.0,0.0,0.0,1999843.0,2025-01-20,1,1999843.0,99.99215,76.0,47.0,6.666666666666667,1.1428571428571428,0.0,protective wall near pmgsy road at upper luing,1.0,0,work completed,0,0,0,1,0.029381584977383524,NORMAL,Sanction amount is unusually high for this work category
4018,Normal/Others,"WS/MP18215/2024-2025/143279-Construction of roads, link roads, pathways or any other road with or without drainage system",Uttar Pradesh,AYODHYA(DISTRICT MAGISTRAE FAIZABAD_IDA),AWADHESH PRASAD,FAIZABAD,from kuchera bazar raibareli road to masjid interlocking brick road construction,2024-09-24,2024-11-09,2538520.0,Physical Inspection,2538520.0,WS/MP18215/2024-2025/143279,0.0,0.0,0.0,2538520.0,2025-03-20,1,2538520.0,100.0,46.0,131.0,8.461733333333333,10.745785957990806,0.0,from kuchera bazar raibareli road to masjid interlocking brick road construction,1.0,0,physical inspection,0,1,0,1,0.029540393779340923,NORMAL,Sanction amount is unusually high for this work category; Sanction amount is unusually high compared with similar works in the state
2455,Normal/Others,"WS/MP18074/2024-2025/140257-Construction of roads, link roads, pathways or any other road with or without drainage system",Jharkhand,SIMDEGA(Deputy Commissioner simdega_IDA),KALI CHARAN MUNDA,KHUNTI(ST),Construction of PCC Road from Sabir Khan's house to Mohd. Bin Asnari's house in Eidgah Mohalla under Ward number -19.,2024-09-11,2024-10-02,900000.0,Work Completed,900000.0,WS/MP18074/2024-2025/140257,0.0,0.0,0.0,900000.0,2025-05-18,1,900000.0,100.0,21.0,228.0,3.0,6.818181818181818,0.0,construction of pcc road from sabir khans house to mohd bin asnaris house in eidgah mohalla under ward number 19,1.0,0,work completed,0,0,0,1,0.029618423447699938,NORMAL,Sanction amount is unusually high for this work category; Sanction amount is unusually high compared with similar works in the state
5709,Normal/Others,WS/MP761/2024-2025/146749-Construction of community centers and community halls,Telangana,Jagitial(DISTRICT COLLECTOR JAGTIAL_IDA),Arvind Dharmapuri,NIZAMABAD,"Construction of Community hall Munnurukapu wada,",2024-10-11,2024-10-19,300000.0,Work Completed,300000.0,WS/MP761/2024-2025/146749,0.0,0.0,0.0,268218.0,2025-08-19,1,268218.0,89.40599999999999,8.0,304.0,1.0,0.8111944838775096,0.0,construction of community hall munnurukapu wada,1.0,0,work completed,0,0,0,1,0.02962898822429083,NORMAL,No major anomaly detected
595,Normal/Others,WS/MP643/2024-2025/135994-Lighting of public spaces,Madhya Pradesh,Khargone (West Nimar)(DISTRICT COLLECTOR KHARGONE_IDA),Gyaneshwar Patil,KHANDWA,HIGH MASK SOLAR LIGHTS,2024-08-17,2024-09-11,445200.0,Work partially Completed,445200.0,WS/MP643/2024-2025/135994,0.0,0.0,0.0,0.0,,0,0.0,0.0,25.0,0.0,1.484,2.226,0.0,high mask solar lights,18.0,0,work partially completed,1,0,1,1,0.029706182825775862,NORMAL,Similar project description appears multiple times; Project is partially completed
597,Normal/Others,WS/MP643/2024-2025/135996-Lighting of public spaces,Madhya Pradesh,Khargone (West Nimar)(DISTRICT COLLECTOR KHARGONE_IDA),Gyaneshwar Patil,KHANDWA,HIGH MASK SOLAR LIGHTS,2024-08-17,2024-09-11,445200.0,Work partially Completed,445200.0,WS/MP643/2024-2025/135996,0.0,0.0,0.0,0.0,,0,0.0,0.0,25.0,0.0,1.484,2.226,0.0,high mask solar lights,18.0,0,work partially completed,1,0,1,1,0.029706182825775862,NORMAL,Similar project description appears multiple times; Project is partially completed
596,Normal/Others,WS/MP643/2024-2025/135995-Lighting of public spaces,Madhya Pradesh,Khargone (West Nimar)(DISTRICT COLLECTOR KHARGONE_IDA),Gyaneshwar Patil,KHANDWA,HIGH MASK SOLAR LIGHTS,2024-08-17,2024-09-11,445200.0,Work partially Completed,445200.0,WS/MP643/2024-2025/135995,0.0,0.0,0.0,0.0,,0,0.0,0.0,25.0,0.0,1.484,2.226,0.0,high mask solar lights,18.0,0,work partially completed,1,0,1,1,0.029706182825775862,NORMAL,Similar project description appears multiple times; Project is partially completed
600,Normal/Others,WS/MP643/2024-2025/135999-Lighting of public spaces,Madhya Pradesh,Khargone (West Nimar)(DISTRICT COLLECTOR KHARGONE_IDA),Gyaneshwar Patil,KHANDWA,HIGH MASK SOLAR LIGHTS,2024-08-17,2024-09-11,445200.0,Work partially Completed,445200.0,WS/MP643/2024-2025/135999,0.0,0.0,0.0,0.0,,0,0.0,0.0,25.0,0.0,1.484,2.226,0.0,high mask solar lights,18.0,0,work partially completed,1,0,1,1,0.029706182825775862,NORMAL,Similar project description appears multiple times; Project is partially completed
603,Normal/Others,WS/MP643/2024-2025/136002-Lighting of public spaces,Madhya Pradesh,Khargone (West Nimar)(DISTRICT COLLECTOR KHARGONE_IDA),Gyaneshwar Patil,KHANDWA,HIGH MASK SOLAR LIGHTS,2024-08-17,2024-09-11,445200.0,Work partially Completed,445200.0,WS/MP643/2024-2025/136002,0.0,0.0,0.0,0.0,,0,0.0,0.0,25.0,0.0,1.484,2.226,0.0,high mask solar lights,18.0,0,work partially completed,1,0,1,1,0.029706182825775862,NORMAL,Similar project description appears multiple times; Project is partially completed
602,Normal/Others,WS/MP643/2024-2025/136001-Lighting of public spaces,Madhya Pradesh,Khargone (West Nimar)(DISTRICT COLLECTOR KHARGONE_IDA),Gyaneshwar Patil,KHANDWA,HIGH MASK SOLAR LIGHTS,2024-08-17,2024-09-11,445200.0,Work partially Completed,445200.0,WS/MP643/2024-2025/136001,0.0,0.0,0.0,0.0,,0,0.0,0.0,25.0,0.0,1.484,2.226,0.0,high mask solar lights,18.0,0,work partially completed,1,0,1,1,0.029706182825775862,NORMAL,Similar project description appears multiple times; Project is partially completed
610,Normal/Others,WS/MP643/2024-2025/136009-Lighting of public spaces,Madhya Pradesh,Khargone (West Nimar)(DISTRICT COLLECTOR KHARGONE_IDA),Gyaneshwar Patil,KHANDWA,HIGH MASK SOLAR LIGHTS,2024-08-17,2024-09-11,445200.0,Work partially Completed,445200.0,WS/MP643/2024-2025/136009,0.0,0.0,0.0,0.0,,0,0.0,0.0,25.0,0.0,1.484,2.226,0.0,high mask solar lights,18.0,0,work partially completed,1,0,1,1,0.029706182825775862,NORMAL,Similar project description appears multiple times; Project is partially completed
611,Normal/Others,WS/MP643/2024-2025/136010-Lighting of public spaces,Madhya Pradesh,Khargone (West Nimar)(DISTRICT COLLECTOR KHARGONE_IDA),Gyaneshwar Patil,KHANDWA,HIGH MASK SOLAR LIGHTS,2024-08-17,2024-09-11,445200.0,Work partially Completed,445200.0,WS/MP643/2024-2025/136010,0.0,0.0,0.0,0.0,,0,0.0,0.0,25.0,0.0,1.484,2.226,0.0,high mask solar lights,18.0,0,work partially completed,1,0,1,1,0.029706182825775862,NORMAL,Similar project description appears multiple times; Project is partially completed
594,Normal/Others,WS/MP643/2024-2025/135993-Lighting of public spaces,Madhya Pradesh,Khargone (West Nimar)(DISTRICT COLLECTOR KHARGONE_IDA),Gyaneshwar Patil,KHANDWA,HIGH MASK SOLAR LIGHTS,2024-08-17,2024-09-11,445200.0,Work partially Completed,445200.0,WS/MP643/2024-2025/135993,0.0,0.0,0.0,0.0,,0,0.0,0.0,25.0,0.0,1.484,2.226,0.0,high mask solar lights,18.0,0,work partially completed,1,0,1,1,0.029706182825775862,NORMAL,Similar project description appears multiple times; Project is partially completed
604,Normal/Others,WS/MP643/2024-2025/136003-Lighting of public spaces,Madhya Pradesh,Khargone (West Nimar)(DISTRICT COLLECTOR KHARGONE_IDA),Gyaneshwar Patil,KHANDWA,HIGH MASK SOLAR LIGHTS,2024-08-17,2024-09-11,445200.0,Work partially Completed,445200.0,WS/MP643/2024-2025/136003,0.0,0.0,0.0,0.0,,0,0.0,0.0,25.0,0.0,1.484,2.226,0.0,high mask solar lights,18.0,0,work partially completed,1,0,1,1,0.029706182825775862,NORMAL,Similar project description appears multiple times; Project is partially completed
606,Normal/Others,WS/MP643/2024-2025/136005-Lighting of public spaces,Madhya Pradesh,Khargone (West Nimar)(DISTRICT COLLECTOR KHARGONE_IDA),Gyaneshwar Patil,KHANDWA,HIGH MASK SOLAR LIGHTS,2024-08-17,2024-09-11,445200.0,Work partially Completed,445200.0,WS/MP643/2024-2025/136005,0.0,0.0,0.0,0.0,,0,0.0,0.0,25.0,0.0,1.484,2.226,0.0,high mask solar lights,18.0,0,work partially completed,1,0,1,1,0.029706182825775862,NORMAL,Similar project description appears multiple times; Project is partially completed
607,Normal/Others,WS/MP643/2024-2025/136006-Lighting of public spaces,Madhya Pradesh,Khargone (West Nimar)(DISTRICT COLLECTOR KHARGONE_IDA),Gyaneshwar Patil,KHANDWA,HIGH MASK SOLAR LIGHTS,2024-08-17,2024-09-11,445200.0,Work partially Completed,445200.0,WS/MP643/2024-2025/136006,0.0,0.0,0.0,0.0,,0,0.0,0.0,25.0,0.0,1.484,2.226,0.0,high mask solar lights,18.0,0,work partially completed,1,0,1,1,0.029706182825775862,NORMAL,Similar project description appears multiple times; Project is partially completed
608,Normal/Others,WS/MP643/2024-2025/136007-Lighting of public spaces,Madhya Pradesh,Khargone (West Nimar)(DISTRICT COLLECTOR KHARGONE_IDA),Gyaneshwar Patil,KHANDWA,HIGH MASK SOLAR LIGHTS,2024-08-17,2024-09-11,445200.0,Work partially Completed,445200.0,WS/MP643/2024-2025/136007,0.0,0.0,0.0,0.0,,0,0.0,0.0,25.0,0.0,1.484,2.226,0.0,high mask solar lights,18.0,0,work partially completed,1,0,1,1,0.029706182825775862,NORMAL,Similar project description appears multiple times; Project is partially completed
609,Normal/Others,WS/MP643/2024-2025/136008-Lighting of public spaces,Madhya Pradesh,Khargone (West Nimar)(DISTRICT COLLECTOR KHARGONE_IDA),Gyaneshwar Patil,KHANDWA,HIGH MASK SOLAR LIGHTS,2024-08-17,2024-09-11,445200.0,Work partially Completed,445200.0,WS/MP643/2024-2025/136008,0.0,0.0,0.0,0.0,,0,0.0,0.0,25.0,0.0,1.484,2.226,0.0,high mask solar lights,18.0,0,work partially completed,1,0,1,1,0.029706182825775862,NORMAL,Similar project description appears multiple times; Project is partially completed
598,Normal/Others,WS/MP643/2024-2025/135997-Lighting of public spaces,Madhya Pradesh,Khargone (West Nimar)(DISTRICT COLLECTOR KHARGONE_IDA),Gyaneshwar Patil,KHANDWA,HIGH MASK SOLAR LIGHTS,2024-08-17,2024-09-11,445200.0,Work partially Completed,445200.0,WS/MP643/2024-2025/135997,0.0,0.0,0.0,0.0,,0,0.0,0.0,25.0,0.0,1.484,2.226,0.0,high mask solar lights,18.0,0,work partially completed,1,0,1,1,0.029706182825775862,NORMAL,Similar project description appears multiple times; Project is partially completed
601,Normal/Others,WS/MP643/2024-2025/136000-Lighting of public spaces,Madhya Pradesh,Khargone (West Nimar)(DISTRICT COLLECTOR KHARGONE_IDA),Gyaneshwar Patil,KHANDWA,HIGH MASK SOLAR LIGHTS,2024-08-17,2024-09-11,445200.0,Work partially Completed,445200.0,WS/MP643/2024-2025/136000,0.0,0.0,0.0,0.0,,0,0.0,0.0,25.0,0.0,1.484,2.226,0.0,high mask solar lights,18.0,0,work partially completed,1,0,1,1,0.029706182825775862,NORMAL,Similar project description appears multiple times; Project is partially completed
599,Normal/Others,WS/MP643/2024-2025/135998-Lighting of public spaces,Madhya Pradesh,Khargone (West Nimar)(DISTRICT COLLECTOR KHARGONE_IDA),Gyaneshwar Patil,KHANDWA,HIGH MASK SOLAR LIGHTS,2024-08-17,2024-09-11,445200.0,Work partially Completed,445200.0,WS/MP643/2024-2025/135998,0.0,0.0,0.0,0.0,,0,0.0,0.0,25.0,0.0,1.484,2.226,0.0,high mask solar lights,18.0,0,work partially completed,1,0,1,1,0.029706182825775862,NORMAL,Similar project description appears multiple times; Project is partially completed
822,Normal/Others,"WS/MP18217/2024-2025/136860-Construction of roads, link roads, pathways or any other road with or without drainage system",Uttar Pradesh,FIROZABAD(DISTRICT MAGISTRATE FIROZABAD_IDA),AKSHAYA YADAV,FIROZABAD,developement of interlocking road from jagdish (khet) to ramveer yadav ki thar length 330 meter,2024-08-23,2024-10-17,2598311.0,Physical Inspection,2598311.0,WS/MP18217/2024-2025/136860,0.0,0.0,0.0,2598311.0,2025-03-20,1,2598311.0,100.0,55.0,154.0,8.661036666666666,10.99888669708848,0.0,developement of interlocking road from jagdish khet to ramveer yadav ki thar length 330 meter,1.0,0,physical inspection,0,1,0,1,0.029772885505338853,NORMAL,Sanction amount is unusually high for this work category; Sanction amount is unusually high compared with similar works in the state
5542,Normal/Others,WS/MP761/2024-2025/146425-Construction of community centers and community halls,Telangana,Jagitial(DISTRICT COLLECTOR JAGTIAL_IDA),Arvind Dharmapuri,NIZAMABAD,Construction of Community hall in Mudiraj wada,2024-10-09,2024-10-15,300000.0,Work Completed,300000.0,WS/MP761/2024-2025/146425,0.0,0.0,0.0,268220.0,2025-08-19,1,268220.0,89.40666666666667,6.0,308.0,1.0,0.8111944838775096,0.0,construction of community hall in mudiraj wada,1.0,0,work completed,0,0,0,1,0.029985361331992588,NORMAL,No major anomaly detected
5499,Normal/Others,WS/MP664/2025-2026/146365-Construction of community centers and community halls,Maharashtra,MUMBAI(DISTRICT COLLECTOR MUMBAI CITY_IDA),Arvind Ganpat Sawant,MUMBAI SOUTH,engel seva mandal worli naka worli community hall,2024-10-08,2025-09-17,2089002.0,Physical Inspection,2089002.0,WS/MP664/2025-2026/146365,0.0,0.0,0.0,0.0,,0,0.0,0.0,344.0,0.0,6.96334,2.089002,0.0,engel seva mandal worli naka worli community hall,1.0,0,physical inspection,1,1,0,1,0.030014934202056587,NORMAL,Sanction amount is unusually high for this work category; Unusually long recommendation-to-sanction delay; Physical inspection status with incomplete project
5500,Normal/Others,WS/MP664/2025-2026/146367-Construction of community centers and community halls,Maharashtra,MUMBAI(DISTRICT COLLECTOR MUMBAI CITY_IDA),Arvind Ganpat Sawant,MUMBAI SOUTH,janta rahiwasi seva sangh worlikoliwada worli community hall,2024-10-08,2025-09-17,2094646.0,Physical Inspection,2094646.0,WS/MP664/2025-2026/146367,0.0,0.0,0.0,0.0,,0,0.0,0.0,344.0,0.0,6.982153333333334,2.094646,0.0,janta rahiwasi seva sangh worlikoliwada worli community hall,1.0,0,physical inspection,1,1,0,1,0.030014934202056587,NORMAL,Sanction amount is unusually high for this work category; Unusually long recommendation-to-sanction delay; Physical inspection status with incomplete project
5707,Normal/Others,WS/MP761/2024-2025/146747-Construction of community centers and community halls,Telangana,Jagitial(DISTRICT COLLECTOR JAGTIAL_IDA),Arvind Dharmapuri,NIZAMABAD,"Construction of Community hall in Gouda wada,",2024-10-11,2024-10-25,300000.0,Work Completed,300000.0,WS/MP761/2024-2025/146747,0.0,0.0,0.0,268220.0,2025-08-19,1,268220.0,89.40666666666667,14.0,298.0,1.0,0.8111944838775096,0.0,construction of community hall in gouda wada,1.0,0,work completed,0,0,0,1,0.030585785039923152,NORMAL,No major anomaly detected
5502,Normal/Others,"WS/MP710/2024-2025/146369-Construction of roads, link roads, pathways or any other road with or without drainage system",Puducherry,Puducherry(PROJECT DIRECTOR RDA PUDUCHERRY_IDA),Vaithilingam Ve,Puducherry,"“Raising and Improvements to the Chalakkara Punnol road, Chalakkara, Mahe, Puducherry”",2024-10-08,2024-11-11,3000000.0,Physical Inspection,3000000.0,WS/MP710/2024-2025/146369,0.0,0.0,0.0,2903403.0,2024-11-19,1,2903403.0,96.7801,34.0,8.0,10.0,1.744186046511628,0.0,raising and improvements to the chalakkara punnol road chalakkara mahe puducherry,1.0,0,physical inspection,0,1,0,1,0.031177700955916654,NORMAL,Sanction amount is unusually high for this work category
4769,Normal/Others,"WS/MP18209/2025-2026/144764-Construction of roads, link roads, pathways or any other road with or without drainage system",Uttar Pradesh,MUZAFFARNAGAR(DISTRICT MAGISTRATE MUZAFFARNAGAR_IDA),CHANDAN CHAUHAN,BIJNOR,"CC road and drain construction work of the road from Rojan Pardhan’s house to Sunil’s house in Village Sohanjani, block- Jansath.",2024-12-17,2025-08-02,1069300.0,Work partially Completed,1069300.0,WS/MP18209/2025-2026/144764,0.0,0.0,0.0,0.0,,0,0.0,0.0,228.0,0.0,3.5643333333333334,4.526444118966787,0.0,cc road and drain construction work of the road from rojan pardhans house to sunils house in village sohanjani block jansath,1.0,0,work partially completed,1,0,1,1,0.03190380857844566,NORMAL,Sanction amount is unusually high for this work category; Sanction amount is unusually high compared with similar works in the state; Unusually long recommendation-to-sanction delay; Project is partially completed
2928,Normal/Others,WS/MP18311/2024-2025/141037-Construction of community centers and community halls,Punjab,RUPNAGAR(DEPUTY COMMISSIONER ROOPNAGAR_IDA),MALVINDER SINGH KANG,ANANDPUR SAHIB,Construction of community center for SC community at village Kalwan,2024-09-16,2024-09-24,400000.0,Work Completed,400000.0,WS/MP18311/2024-2025/141037,0.0,0.0,0.0,399669.0,2026-04-09,1,399669.0,99.91725,8.0,562.0,1.3333333333333333,1.72105931200654,0.0,construction of community center for sc community at village kalwan,1.0,0,work completed,0,0,0,1,0.03191097548288768,NORMAL,No major anomaly detected
5469,Normal/Others,WS/MP761/2024-2025/146279-Providing drains and gutters for public drainage,Telangana,Jagitial(DISTRICT COLLECTOR JAGTIAL_IDA),Arvind Dharmapuri,NIZAMABAD,Laying of CC Drains in Agriculture Market,2024-10-08,2024-10-15,498000.0,Work Completed,498000.0,WS/MP761/2024-2025/146279,0.0,0.0,0.0,445245.0,2024-10-19,1,445245.0,89.4066265060241,7.0,4.0,1.66,1.346582843236666,0.0,laying of cc drains in agriculture market,1.0,0,work completed,0,0,0,1,0.03234215565271281,NORMAL,No major anomaly detected
797,Normal/Others,WS/MP672/2024-2025/136731-Lighting of public spaces,Maharashtra,NAGPUR(DISTRICT COLLECTOR NAGPUR_IDA),Nitin Jairam Gadkari,NAGPUR,"Installation of Highmast light and electric poles with light at Gosavi Ghat, Binaki, Nagpur",2024-08-22,2024-08-23,999600.0,Work Completed,999600.0,WS/MP672/2024-2025/136731,0.0,0.0,0.0,963514.0,2024-08-23,1,963514.0,96.38995598239296,1.0,0.0,3.332,0.9996,0.0,installation of highmast light and electric poles with light at gosavi ghat binaki nagpur,1.0,0,work completed,0,0,0,1,0.03254568201945429,NORMAL,Sanction amount is unusually high for this work category
4287,Normal/Others,"WS/MP18232/2024-2025/143893-Construction of roads, link roads, pathways or any other road with or without drainage system",Uttar Pradesh,MUZAFFARNAGAR(DISTRICT MAGISTRATE MUZAFFARNAGAR_IDA),HARENDRA SINGH MALIK,MUZAFFARNAGAR,"gram-wahalna vikaskhand-sadar, tehsil-sadar me mukhy marg se amrish ki faiktry tak inter louking work.",2024-09-27,2024-12-18,799600.0,Work Completed,799600.0,WS/MP18232/2024-2025/143893,0.0,0.0,0.0,781930.0,2026-01-12,1,781930.0,97.79014507253628,82.0,390.0,2.6653333333333333,3.384779498294064,0.0,gramwahalna vikaskhandsadar tehsilsadar me mukhy marg se amrish ki faiktry tak inter louking work,1.0,0,work completed,0,0,0,1,0.03256083965672918,NORMAL,Sanction amount is significantly above category average; Sanction amount is unusually high compared with similar works in the state
494,Normal/Others,WS/MP747/2024-2025/135704-Construction of community centers and community halls,Tamil Nadu,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),Manickam Tagore B,VIRUDHUNAGAR,Construction of Community Hall in Valayapatti Village and panchayat. Thirupparankundram Panchayat Union.,2024-09-13,2024-11-20,2495751.0,Physical Inspection,2495751.0,WS/MP747/2024-2025/135704,0.0,0.0,0.0,0.0,,0,0.0,0.0,68.0,0.0,8.31917,2.7739165808067168,0.0,construction of community hall in valayapatti village and panchayat thirupparankundram panchayat union,1.0,0,physical inspection,1,1,0,1,0.032585684253974234,NORMAL,Sanction amount is unusually high for this work category; Physical inspection status with incomplete project
